,airline,cabin class,booking class,duration,price,country code,decreased price
14103,A5,ECONOMY,D,60,1833.47,109,0
14104,LH,ECONOMY,L,270,356.71,95,0
14105,AF,ECONOMY,N,935,5414.7,109,0
14106,TX,ECONOMY,M,675,3245.65,109,0
14107,LH,ECONOMY,Q,60,2260.36,95,0
14108,AF,ECONOMY,W,85,2084.05,109,0
14109,AF,ECONOMY,R,299,950.53,109,0
14110,LX,BUSINESS,Z,120,2322.77,92,0
14111,T7,ECONOMY,S,80,1064.6,109,0
14112,AB,ECONOMY,W,315,2449.82,109,0
14113,AF,ECONOMY,S,80,746.85,109,0
14114,SN,ECONOMY,K,230,1938.77,109,0
14115,SK,ECONOMY,O,150,2899.26,92,0
14116,AF,ECONOMY,L,85,2193.56,109,0
14117,LH,ECONOMY,S,215,993.38,109,0
14118,LH,ECONOMY,T,60,841.0,95,0
14119,NZ,ECONOMY,G,70,1689.78,1114,0
14120,AA,ECONOMY,S,386,3289.9,109,0
14121,AF,ECONOMY,K,100,585.08,109,0
14122,AF,ECONOMY,L,95,2066.5,109,0
14123,LH,ECONOMY,S,680,1921.46,95,0
14124,T7,ECONOMY,L,80,2360.1,109,0
14125,AF,ECONOMY,W,605,5680.62,109,0
14126,AF,ECONOMY,S,65,621.93,109,0
14127,AF,ECONOMY,H,75,2292.75,109,0
14128,LH,ECONOMY,W,270,1668.04,95,0
14129,AF,ECONOMY,T,75,512.6,109,0
14130,EW,ECONOMY,X,85,2861.95,173,0
14131,SU,ECONOMY,N,385,2485.41,109,0
14132,AZ,ECONOMY,O,95,465.2,95,0
14133,AF,ECONOMY,H,95,3036.82,109,0
14134,AF,ECONOMY,N,80,2532.04,109,0
14135,AF,ECONOMY,B,80,608.0699999999999,109,0
14136,VA,ECONOMY,N,95,2889.73,1114,0
14137,SK,PREMIUM_ECO,J,215,823.49,173,0
14138,LH,ECONOMY,M,70,1894.43,95,0
14139,AI,ECONOMY,U,225,2451.24,1116,0
14140,QF,ECONOMY,L,70,838.89,1114,0
14141,BA,ECONOMY,N,75,568.6800000000001,92,0
14142,VS,PREMIUM_ECO,H,550,3876.12,92,0
14143,LH,ECONOMY,T,135,2530.98,95,0
14144,SN,ECONOMY,T,135,1077.13,169,0
14145,AF,ECONOMY,E,245,3281.77,95,0
14146,AF,BUSINESS,I,509,4564.71,109,0
14147,LH,ECONOMY,B,60,2860.75,95,0
14148,AZ,ECONOMY,X,75,3131.68,97,0
14149,LH,ECONOMY,U,65,905.38,95,0
14150,SK,ECONOMY,L,55,576.98,172,0
14151,SK,ECONOMY,K,80,2952.49,173,0
14152,IB,ECONOMY,W,95,802.19,109,0
14153,AF,ECONOMY,N,70,1496.67,109,0
14154,AF,ECONOMY,U,90,899.96,169,0
14155,KA,ECONOMY,Y,140,3229.98,184,0
14156,AF,ECONOMY,U,675,3842.2,109,0
14157,BM,ECONOMY,S,100,2663.22,92,0
14158,VA,ECONOMY,V,165,1718.62,1114,0
14159,AF,ECONOMY,U,65,335.4,109,0
14160,AF,ECONOMY,B,70,1856.98,109,0
14161,IB,ECONOMY,Y,310,1298.1100000000001,109,0
14162,AF,ECONOMY,A,85,1928.54,109,0
14163,JP,ECONOMY,M,80,2597.93,173,0
14164,LH,ECONOMY,V,70,495.64,109,0
14165,AF,ECONOMY,M,70,2152.49,109,0
14166,AF,ECONOMY,N,75,3007.04,109,0
14167,9W,ECONOMY,K,75,1510.33,172,0
14168,AY,ECONOMY,N,175,2929.5299999999997,92,0
14169,AF,ECONOMY,X,90,1066.93,100,0
14170,BE,ECONOMY,I,55,2583.01,92,0
14171,AB,ECONOMY,O,75,2320.49,95,0
14172,AT,ECONOMY,U,140,2756.43,109,0
14173,VA,ECONOMY,Q,85,2156.7,1114,0
14174,AF,ECONOMY,U,75,879.94,109,0
14175,QF,ECONOMY,N,115,1826.7,1114,0
14176,EN,ECONOMY,V,70,3343.3,97,0
14177,QF,BUSINESS,C,555,4496.84,109,0
14178,AB,ECONOMY,O,170,3065.8,95,0
14179,QF,ECONOMY,N,340,1242.74,1114,0
14180,AB,ECONOMY,K,60,1731.67,95,0
14181,VS,ECONOMY,E,871,2659.84,92,0
14182,AF,ECONOMY,H,75,3103.97,109,0
14183,AF,ECONOMY,T,770,1332.44,109,0
14184,AF,ECONOMY,U,755,2950.24,109,0
14185,A5,ECONOMY,R,55,3311.4700000000003,109,0
14186,SK,ECONOMY,K,130,3012.56,92,0
14187,LX,ECONOMY,H,80,1756.55,171,0
14188,BA,ECONOMY,N,120,386.81,109,0
14189,AF,ECONOMY,S,80,1544.76,109,0
14190,LH,ECONOMY,V,65,3354.87,95,0
14191,VA,ECONOMY,L,95,2925.41,1114,0
14192,QF,ECONOMY,L,95,1480.29,1114,0
14193,LH,ECONOMY,U,65,2231.2,95,0
14194,AF,ECONOMY,M,85,3539.91,109,0
14195,BA,ECONOMY,B,290,919.03,170,0
14196,LH,ECONOMY,B,70,2259.38,95,0
14197,BA,ECONOMY,N,70,1347.3,169,0
14198,AB,ECONOMY,Z,70,187.97,95,0
14199,VA,ECONOMY,T,95,1673.65,1114,0
14200,LH,ECONOMY,V,65,3122.82,95,0
14201,LH,ECONOMY,V,95,2956.84,92,0
14202,LH,ECONOMY,H,60,803.73,95,0
14203,AF,ECONOMY,K,175,3441.38,109,0
14204,MS,BUSINESS,C,910,3864.41,92,0
14205,LH,ECONOMY,M,60,2330.52,95,0
14206,CX,ECONOMY,N,115,1463.56,184,0
14207,LH,ECONOMY,T,65,2842.4700000000003,95,0
14208,TG,BUSINESS,D,720,5001.4400000000005,109,0
14209,AB,ECONOMY,L,65,354.53999999999996,95,0
14210,LH,PREMIUM_ECO,N,510,2118.75,97,0
14211,EK,BUSINESS,I,425,5840.51,92,0
14212,AB,ECONOMY,S,70,2844.58,95,0
14213,AB,ECONOMY,P,70,1592.8899999999999,95,0
14214,LH,ECONOMY,M,120,2842.26,95,0
14215,BA,ECONOMY,S,100,516.7,92,0
14216,UK,ECONOMY,W,125,334.31,1116,0
14217,LO,ECONOMY,T,250,2447.2799999999997,173,0
14218,AF,ECONOMY,T,80,3038.27,109,0
14219,KL,ECONOMY,T,95,654.12,171,0
14220,AF,ECONOMY,T,555,4169.96,109,0
14221,AZ,ECONOMY,N,70,2970.23,97,0
14222,LX,ECONOMY,S,1620,2845.5699999999997,181,0
14223,QF,ECONOMY,Q,245,684.3,1114,0
14224,LH,ECONOMY,T,75,2350.69,95,0
14225,AF,ECONOMY,H,75,2532.63,109,0
14226,VA,ECONOMY,Q,90,1890.95,1114,0
14227,AF,BUSINESS,I,715,7670.26,92,0
14228,BA,ECONOMY,N,105,2978.56,95,0
14229,LH,ECONOMY,H,75,799.1700000000001,95,0
14230,SK,ECONOMY,T,80,1079.87,95,0
14231,LX,ECONOMY,V,90,1798.53,95,0
14232,SK,ECONOMY,U,100,795.01,172,0
14233,AB,ECONOMY,B,105,705.96,109,0
14234,AF,ECONOMY,N,550,1630.85,109,0
14235,AF,ECONOMY,M,80,2314.63,109,0
14236,AF,ECONOMY,W,70,2652.41,109,0
14237,AB,ECONOMY,E,60,2315.78,95,0
14238,VS,ECONOMY,L,680,2659.94,92,0
14239,LH,ECONOMY,S,90,2965.85,95,0
14240,A5,ECONOMY,N,85,1111.56,109,0
14241,SK,ECONOMY,Q,265,2601.44,92,0
14242,AF,ECONOMY,S,55,1062.09,109,0
14243,AF,ECONOMY,Y,80,1784.47,109,0
14244,AF,ECONOMY,K,640,1875.64,109,0
14245,A5,ECONOMY,Y,75,3194.45,109,0
14246,AF,ECONOMY,Y,70,2580.45,109,0
14247,T7,ECONOMY,H,70,1585.08,109,0
14248,AF,ECONOMY,U,80,2476.75,109,0
14249,AF,ECONOMY,V,90,705.8,109,0
14250,LO,ECONOMY,W,75,2030.25,173,0
14251,AF,ECONOMY,B,80,1532.7,109,0
14252,KL,ECONOMY,K,485,2153.6,100,0
14253,SA,ECONOMY,V,65,1301.12,100,0
14254,VY,ECONOMY,H,100,2464.79,109,0
14255,A5,ECONOMY,D,75,2776.98,109,0
14256,AF,ECONOMY,Y,60,711.45,109,0
14257,EK,ECONOMY,U,815,1512.85,109,0
14258,AF,ECONOMY,S,75,3157.05,109,0
14259,AF,ECONOMY,R,100,1815.22,109,0
14260,AF,ECONOMY,S,60,3371.48,109,0
14261,LH,ECONOMY,V,70,1586.06,95,0
14262,LH,ECONOMY,H,65,2477.2799999999997,95,0
14263,BA,ECONOMY,L,75,1819.05,92,0
14264,AF,ECONOMY,L,80,2344.11,109,0
14265,KL,ECONOMY,H,235,1364.94,92,0
14266,SK,ECONOMY,K,120,2115.34,171,0
14267,BA,ECONOMY,O,65,885.6800000000001,92,0
14268,AF,ECONOMY,T,40,1411.4,109,0
14269,AF,ECONOMY,H,60,2272.17,109,0
14270,LH,ECONOMY,V,90,1458.71,173,0
14271,KL,ECONOMY,F,65,2234.08,95,0
14272,LO,ECONOMY,E,235,2482.77,173,0
14273,LH,ECONOMY,U,70,259.94,95,0
14274,AF,ECONOMY,G,195,3226.46,171,0
14275,UX,ECONOMY,R,65,3127.51,109,0
14276,LH,ECONOMY,Q,910,4005.79,95,0
14277,BA,ECONOMY,S,95,2623.6,92,0
14278,AZ,ECONOMY,Q,90,1298.18,97,0
14279,AA,ECONOMY,N,65,1146.1399999999999,92,0
14280,LH,ECONOMY,Q,60,1500.02,95,0
14281,QF,ECONOMY,V,170,2145.7,1114,0
14282,LH,PREMIUM_ECO,E,645,5216.67,95,0
14283,AF,ECONOMY,V,140,3071.36,109,0
14284,IB,ECONOMY,A,40,444.53,98,0
14285,BA,ECONOMY,N,105,1853.68,92,0
14286,LH,ECONOMY,V,70,1857.3899999999999,95,0
14287,LO,ECONOMY,S,120,1871.05,95,0
14288,AF,ECONOMY,S,80,2451.67,109,0
14289,QF,ECONOMY,H,185,759.28,1114,0
14290,LH,ECONOMY,V,70,3139.6,95,0
14291,D8,ECONOMY,H,95,2740.14,172,0
14292,LX,BUSINESS,Z,80,2564.86,171,0
14293,KL,ECONOMY,L,797,2967.62,92,0
14294,MU,ECONOMY,M,340,3265.81,109,0
14295,AF,ECONOMY,N,140,349.07,100,0
14296,SK,BUSINESS,C,80,2249.1,173,0
14297,BA,ECONOMY,B,80,1644.68,92,0
14298,AF,ECONOMY,V,70,1767.34,109,0
14299,SN,ECONOMY,B,100,1371.0700000000002,169,0
14300,NH,ECONOMY,K,760,5469.63,109,0
14301,BA,ECONOMY,H,800,3546.33,92,0
14302,DL,ECONOMY,U,790,4458.21,95,0
14303,SN,ECONOMY,V,140,2982.05,169,0
14304,AF,ECONOMY,M,80,2588.13,109,0
14305,QF,ECONOMY,N,95,3162.69,1114,0
14306,AF,ECONOMY,U,75,2830.19,109,0
14307,AF,ECONOMY,Y,85,3105.0,109,0
14308,AB,ECONOMY,M,75,2246.61,95,0
14309,AF,ECONOMY,H,100,1444.22,109,0
14310,BA,ECONOMY,B,70,1989.1399999999999,109,0
14311,IB,ECONOMY,B,290,1106.3600000000001,109,0
14312,DY,ECONOMY,X,100,2057.01,172,0
14313,QF,ECONOMY,O,475,2675.38,1114,0
14314,AZ,ECONOMY,Q,70,981.19,97,0
14315,LH,BUSINESS,P,150,3269.02,95,0
14316,BA,BUSINESS,I,1020,2706.17,100,0
14317,AF,ECONOMY,W,75,2227.4,109,0
14318,AB,ECONOMY,O,70,1298.42,95,0
14319,TK,ECONOMY,P,220,2318.38,169,0
14320,AM,ECONOMY,B,61,1489.08,109,0
14321,AF,ECONOMY,H,65,2755.01,109,0
14322,VA,ECONOMY,T,85,2040.59,1114,0
14323,AF,ECONOMY,V,75,1531.94,109,0
14324,LX,ECONOMY,S,110,2714.13,171,0
14325,EK,ECONOMY,Q,425,3129.16,169,0
14326,T3,ECONOMY,S,75,2408.94,109,0
14327,BA,ECONOMY,Q,110,1008.17,171,0
14328,KL,ECONOMY,A,120,2492.45,109,0
14329,AB,ECONOMY,W,265,72.0,109,0
14330,AF,ECONOMY,T,125,868.83,109,0
14331,D8,ECONOMY,V,205,2776.08,98,0
14332,LH,PREMIUM_ECO,N,525,2203.12,95,0
14333,UK,ECONOMY,K,165,1103.85,1116,0
14334,EW,ECONOMY,H,80,3186.81,95,0
14335,AB,ECONOMY,O,95,2826.12,95,0
14336,LH,ECONOMY,B,65,949.3199999999999,95,0
14337,AF,ECONOMY,L,70,2491.5299999999997,109,0
14338,QF,ECONOMY,M,1660,2307.3199999999997,1114,0
14339,OU,ECONOMY,B,80,764.77,95,0
14340,BA,ECONOMY,K,95,1973.9,92,0
14341,SK,ECONOMY,H,275,1607.38,169,0
14342,VX,FIRST,D,342,2313.05,92,0
14343,AF,ECONOMY,X,80,1113.27,92,0
14344,AF,ECONOMY,U,55,1098.51,109,0
14345,AF,ECONOMY,S,65,2426.27,109,0
14346,AF,ECONOMY,R,100,781.39,109,0
14347,AT,ECONOMY,R,175,1199.19,109,0
14348,QF,ECONOMY,M,75,2116.45,1114,0
14349,EW,ECONOMY,G,310,920.47,169,0
14350,AF,BUSINESS,I,85,3200.74,109,0
14351,AB,ECONOMY,P,90,2791.89,95,0
14352,BA,ECONOMY,S,105,1438.3899999999999,109,0
14353,LH,BUSINESS,P,75,2887.1,95,0
14354,AF,ECONOMY,M,75,2093.21,109,0
14355,AF,ECONOMY,W,165,2492.44,109,0
14356,AF,ECONOMY,L,155,3392.26,109,0
14357,SN,ECONOMY,H,125,2243.18,97,0
14358,AF,ECONOMY,Y,845,7394.13,109,0
14359,AF,ECONOMY,K,840,3560.29,109,0
14360,LH,ECONOMY,V,70,3084.47,109,0
14361,TP,ECONOMY,U,160,661.96,92,0
14362,MF,ECONOMY,S,85,1185.77,109,0
14363,SN,ECONOMY,L,80,1948.24,109,0
14364,VS,BUSINESS,I,445,5017.22,92,0
14365,EW,ECONOMY,T,85,1190.67,92,0
14366,AF,ECONOMY,W,80,1730.63,109,0
14367,SK,ECONOMY,L,120,1793.12,92,0
14368,TK,ECONOMY,P,375,3469.64,109,0
14369,OZ,ECONOMY,K,120,1660.6,92,0
14370,AF,ECONOMY,W,70,2800.26,109,0
14371,AF,ECONOMY,T,90,3031.4700000000003,109,0
14372,EI,ECONOMY,W,885,2031.3,92,0
14373,AF,ECONOMY,Q,75,1541.65,92,0
14374,SQ,ECONOMY,H,225,2013.35,181,0
14375,AF,ECONOMY,B,70,1641.0700000000002,109,0
14376,AB,ECONOMY,O,115,3010.4,95,0
14377,AR,ECONOMY,Y,180,3452.8,109,0
14378,AF,ECONOMY,R,55,1589.96,109,0
14379,AF,ECONOMY,E,110,1280.3899999999999,109,0
14380,BA,BUSINESS,D,235,5132.46,92,0
14381,AF,ECONOMY,W,195,2323.4700000000003,109,0
14382,AF,ECONOMY,H,175,2610.17,109,0
14383,9W,ECONOMY,K,115,1759.7,1116,0
14384,A5,ECONOMY,U,75,1070.3899999999999,109,0
14385,AF,ECONOMY,W,70,701.76,109,0
14386,SK,ECONOMY,W,125,615.97,97,0
14387,AT,ECONOMY,V,180,2647.0,109,0
14388,AF,ECONOMY,R,95,2941.94,109,0
14389,VS,ECONOMY,E,530,2123.27,92,0
14390,QF,ECONOMY,Q,225,849.44,1114,0
14391,IB,ECONOMY,O,95,273.39,109,0
14392,AY,ECONOMY,V,140,1985.53,172,0
14393,LH,ECONOMY,W,65,909.67,95,0
14394,AF,ECONOMY,V,100,1010.98,109,0
14395,LH,ECONOMY,Q,195,1520.19,109,0
14396,D8,ECONOMY,T,135,431.07,92,0
14397,BA,ECONOMY,S,520,1119.3600000000001,92,0
14398,AA,ECONOMY,O,550,795.67,92,0
14399,BA,ECONOMY,O,85,1603.28,92,0
14400,AF,PREMIUM_ECO,S,80,832.29,109,0
14401,AF,ECONOMY,S,95,2567.61,109,0
14402,AB,ECONOMY,Q,575,2830.82,95,0
14403,BA,ECONOMY,B,145,4660.07,92,0
14404,AZ,ECONOMY,F,60,1748.11,97,0
14405,BM,ECONOMY,W,75,1623.9299999999998,109,0
14406,LH,ECONOMY,S,70,1746.44,95,0
14407,BM,ECONOMY,W,75,837.46,92,0
14408,IB,ECONOMY,V,115,1189.21,109,0
14409,TG,ECONOMY,H,330,1211.22,109,0
14410,SQ,ECONOMY,N,825,2288.2200000000003,1114,0
14411,LH,ECONOMY,W,80,1081.18,95,0
14412,SQ,ECONOMY,Q,85,1213.66,181,0
14413,BA,ECONOMY,O,75,1625.52,92,0
14414,LH,ECONOMY,H,65,782.47,95,0
14415,AF,ECONOMY,U,95,2403.41,109,0
14416,LH,ECONOMY,Q,190,1580.19,95,0
14417,LH,ECONOMY,S,275,1926.79,109,0
14418,AF,ECONOMY,Y,95,3388.0,109,0
14419,AF,ECONOMY,S,70,872.98,109,0
14420,BA,ECONOMY,V,145,1073.69,92,0
14421,AF,ECONOMY,M,120,695.5899999999999,109,0
14422,SK,ECONOMY,Q,120,1416.51,109,0
14423,AF,ECONOMY,M,190,1931.46,109,0
14424,AF,ECONOMY,S,80,1221.75,109,0
14425,WB,ECONOMY,T,70,453.41999999999996,109,0
14426,LG,ECONOMY,O,80,361.91,95,0
14427,DL,ECONOMY,V,1081,3494.85,92,0
14428,AF,ECONOMY,Q,80,1327.05,109,0
14429,DL,ECONOMY,H,805,2023.17,109,0
14430,LH,ECONOMY,T,95,1070.62,92,0
14431,KL,ECONOMY,A,95,1747.3,95,0
14432,AF,ECONOMY,T,80,942.89,109,0
14433,BA,ECONOMY,O,115,3059.94,92,0
14434,AF,ECONOMY,T,80,2444.63,109,0
14435,LH,ECONOMY,H,65,1202.75,95,0
14436,BR,ECONOMY,V,100,2395.15,184,0
14437,AB,ECONOMY,E,75,2920.77,95,0
14438,AF,ECONOMY,Y,85,990.93,109,0
14439,SN,ECONOMY,Q,95,1549.13,169,0
14440,BA,ECONOMY,Q,115,778.62,95,0
14441,BE,ECONOMY,K,65,753.88,92,0
14442,AF,ECONOMY,U,100,1235.96,109,0
14443,LH,ECONOMY,Q,70,1401.27,95,0
14444,AF,ECONOMY,H,70,589.29,109,0
14445,IB,ECONOMY,A,70,3311.73,98,0
14446,LX,ECONOMY,L,75,431.03999999999996,171,0
14447,LX,ECONOMY,W,160,2254.38,109,0
14448,9W,ECONOMY,W,100,548.11,92,0
14449,A5,ECONOMY,Q,90,2891.2200000000003,109,0
14450,LH,ECONOMY,V,70,1523.29,95,0
14451,AC,BUSINESS,P,440,4753.530000000001,109,0
14452,OS,ECONOMY,T,105,3009.87,169,0
14453,LG,ECONOMY,B,90,2703.61,95,0
14454,SU,ECONOMY,H,1005,1007.1,100,0
14455,KL,ECONOMY,H,360,2468.01,98,0
14456,KL,ECONOMY,W,125,1884.81,97,0
14457,LH,ECONOMY,V,70,1309.17,95,0
14458,AF,ECONOMY,S,65,914.29,109,0
14459,LX,ECONOMY,K,110,1504.32,92,0
14460,LH,ECONOMY,H,190,1997.12,95,0
14461,VA,ECONOMY,Q,255,1609.31,1114,0
14462,LH,ECONOMY,Q,80,2785.12,109,0
14463,AF,ECONOMY,W,65,2266.29,109,0
14464,QF,ECONOMY,Y,95,3459.66,1114,0
14465,AF,ECONOMY,K,80,1459.96,95,0
14466,BA,BUSINESS,I,80,1180.7,92,0
14467,SN,ECONOMY,V,90,843.55,169,0
14468,LH,ECONOMY,Q,90,2418.71,95,0
14469,AF,ECONOMY,B,55,1249.67,109,0
14470,LH,ECONOMY,V,70,1262.59,95,0
14471,AF,ECONOMY,T,150,2870.47,109,0
14472,KE,ECONOMY,K,125,3147.13,109,0
14473,AF,ECONOMY,V,75,2824.68,109,0
14474,AF,ECONOMY,R,75,2256.63,109,0
14475,VA,ECONOMY,N,95,2955.2200000000003,1114,0
14476,BA,ECONOMY,K,110,1984.73,92,0
14477,SQ,BUSINESS,J,800,5940.75,109,0
14478,BA,ECONOMY,Q,105,268.21000000000004,92,0
14479,TP,ECONOMY,M,160,1264.88,92,0
14480,AZ,ECONOMY,X,75,1615.91,97,0
14481,SN,ECONOMY,Q,80,1019.75,92,0
14482,LH,ECONOMY,V,120,1152.77,95,0
14483,A3,ECONOMY,Q,160,416.01,97,0
14484,EW,ECONOMY,K,85,2659.23,95,0
14485,IB,ECONOMY,Z,375,2747.34,109,0
14486,KL,ECONOMY,V,235,1909.71,109,0
14487,LH,ECONOMY,B,65,1380.24,95,0
14488,A5,ECONOMY,W,65,955.31,109,0
14489,OS,ECONOMY,K,100,1789.68,95,0
14490,9W,ECONOMY,K,75,1026.8899999999999,1116,0
14491,AF,ECONOMY,V,125,492.51,109,0
14492,LX,BUSINESS,Z,645,7913.98,171,0
14493,TP,ECONOMY,W,130,2681.07,109,0
14494,SU,ECONOMY,Q,455,1098.08,109,0
14495,KL,ECONOMY,H,210,1419.21,100,0
14496,LH,ECONOMY,V,75,1898.99,92,0
14497,VA,ECONOMY,T,85,862.86,1114,0
14498,AT,ECONOMY,U,165,2277.66,109,0
14499,UX,ECONOMY,A,160,2296.27,98,0
14500,AF,ECONOMY,R,70,1159.85,109,0
14501,LH,ECONOMY,V,80,922.78,95,0
14502,IB,ECONOMY,F,75,462.71,98,0
14503,AF,ECONOMY,V,90,2405.17,109,0
14504,AB,ECONOMY,E,75,1335.67,95,0
14505,LH,ECONOMY,V,845,3697.61,169,0
14506,UA,BUSINESS,Z,315,1903.96,92,0
14507,AF,ECONOMY,L,150,2725.8,109,0
14508,AT,ECONOMY,L,145,2927.46,109,0
14509,WX,ECONOMY,T,75,298.48,100,0
14510,LH,ECONOMY,T,220,3187.14,109,0
14511,VA,ECONOMY,Q,305,1914.3,1114,0
14512,MH,ECONOMY,L,320,2348.08,109,0
14513,AF,ECONOMY,S,80,2735.05,109,0
14514,OK,ECONOMY,V,80,2445.38,169,0
14515,LH,ECONOMY,S,70,633.77,95,0
14516,KC,ECONOMY,P,200,2693.01,97,0
14517,VS,ECONOMY,X,791,1911.54,92,0
14518,BA,ECONOMY,N,70,926.99,95,0
14519,LX,ECONOMY,T,115,1366.63,171,0
14520,AF,ECONOMY,T,645,3265.38,109,0
14521,AB,ECONOMY,Y,75,2260.87,95,0
14522,BA,ECONOMY,V,110,2155.67,92,0
14523,AF,ECONOMY,T,70,1851.1,95,0
14524,BA,ECONOMY,O,65,932.54,92,0
14525,BA,ECONOMY,H,75,3347.27,92,0
14526,AF,ECONOMY,M,75,2513.79,109,0
14527,AF,ECONOMY,W,75,621.94,109,0
14528,LH,BUSINESS,D,800,5789.57,169,0
14529,DY,ECONOMY,Q,50,1856.73,92,0
14530,AY,ECONOMY,V,60,1161.02,172,0
14531,AF,ECONOMY,K,100,816.85,109,0
14532,SK,ECONOMY,M,85,2662.7,172,0
14533,AF,ECONOMY,X,105,1857.21,109,0
14534,BA,ECONOMY,N,790,3111.93,92,0
14535,F7,ECONOMY,T,95,284.12,171,0
14536,RO,ECONOMY,H,130,2107.97,95,0
14537,AF,ECONOMY,S,70,2479.05,109,0
14538,LH,ECONOMY,U,65,759.47,95,0
14539,LH,BUSINESS,Z,1020,3623.25,97,0
14540,QF,ECONOMY,N,95,1164.55,1114,0
14541,AE,ECONOMY,R,105,2930.7,109,0
14542,AF,ECONOMY,S,75,1751.67,109,0
14543,SK,ECONOMY,K,320,1735.52,92,0
14544,SU,ECONOMY,T,90,2615.63,169,0
14545,BA,ECONOMY,M,90,2602.36,92,0
14546,LO,ECONOMY,U,165,1632.94,92,0
14547,QR,ECONOMY,O,800,2599.31,1116,0
14548,AF,ECONOMY,W,60,3542.64,109,0
14549,AF,ECONOMY,T,80,614.56,109,0
14550,BA,ECONOMY,V,75,2544.62,92,0
14551,SK,ECONOMY,W,65,2059.06,92,0
14552,KL,ECONOMY,V,921,3506.0,92,0
14553,AF,ECONOMY,X,90,1859.22,95,0
14554,BA,ECONOMY,N,105,437.37,92,0
14555,TP,ECONOMY,E,190,737.51,95,0
14556,BA,ECONOMY,Q,85,1824.3,92,0
14557,LH,ECONOMY,Y,855,4637.37,171,0
14558,SK,ECONOMY,O,105,1368.34,109,0
14559,LO,ECONOMY,V,105,2951.98,95,0
14560,VA,ECONOMY,V,95,525.36,1114,0
14561,AF,ECONOMY,T,100,456.17,109,0
14562,AF,ECONOMY,W,70,2869.63,109,0
14563,IB,ECONOMY,S,155,625.47,92,0
14564,AF,ECONOMY,W,70,1433.76,109,0
14565,AA,ECONOMY,H,765,3779.35,169,0
14566,BA,ECONOMY,H,155,3053.23,92,0
14567,LH,ECONOMY,S,70,579.23,95,0
14568,9W,BUSINESS,P,525,4804.4,109,0
14569,AF,ECONOMY,W,80,3193.02,109,0
14570,AF,ECONOMY,U,80,3231.98,109,0
14571,TK,ECONOMY,T,445,2181.67,92,0
14572,LH,ECONOMY,Q,70,1501.82,95,0
14573,BA,ECONOMY,Q,140,496.49,92,0
14574,LX,ECONOMY,H,110,1086.35,95,0
14575,AF,ECONOMY,H,115,804.4300000000001,109,0
14576,AF,ECONOMY,N,115,1041.62,109,0
14577,QF,ECONOMY,M,85,1601.23,1114,0
14578,LX,ECONOMY,W,100,2136.57,92,0
14579,LH,ECONOMY,Q,70,2469.98,109,0
14580,AF,ECONOMY,V,75,168.52,109,0
14581,AF,ECONOMY,L,65,2186.3,109,0
14582,AF,ECONOMY,S,70,2979.29,109,0
14583,IB,ECONOMY,H,850,2920.0299999999997,98,0
14584,LX,ECONOMY,K,75,2036.43,109,0
14585,AF,ECONOMY,H,95,1733.83,109,0
14586,LH,ECONOMY,H,175,1254.95,95,0
14587,KL,ECONOMY,F,155,2803.99,109,0
14588,DL,BUSINESS,Z,514,6021.2,95,0
14589,AF,ECONOMY,T,260,3192.08,109,0
14590,AF,ECONOMY,U,80,1162.31,109,0
14591,9W,ECONOMY,K,155,2232.51,171,0
14592,CZ,ECONOMY,L,125,1119.06,109,0
14593,LX,BUSINESS,D,115,2898.98,92,0
14594,LH,ECONOMY,U,200,1952.29,109,0
14595,EK,ECONOMY,T,415,2831.84,109,0
14596,LH,BUSINESS,J,65,2550.4300000000003,95,0
14597,VA,ECONOMY,S,125,371.40999999999997,1114,0
14598,LX,ECONOMY,H,70,2495.33,171,0
14599,LO,ECONOMY,Q,135,1014.95,173,0
14600,AF,ECONOMY,L,80,1769.83,92,0
14601,ZL,ECONOMY,V,50,1814.38,1114,0
14602,IG,ECONOMY,N,75,1560.45,109,0
14603,LH,ECONOMY,V,50,3460.68,92,0
14604,LH,ECONOMY,T,65,2590.02,95,0
14605,LX,ECONOMY,H,530,4082.24,171,0
14606,LX,ECONOMY,W,80,2192.4,95,0
14607,BA,ECONOMY,M,85,1405.22,92,0
14608,AF,ECONOMY,Y,80,1004.63,109,0
14609,LH,ECONOMY,M,660,3503.95,97,0
14610,A5,ECONOMY,B,75,2407.4700000000003,109,0
14611,SN,ECONOMY,T,125,2688.52,169,0
14612,BA,ECONOMY,M,95,1886.0,92,0
14613,AF,ECONOMY,M,70,1031.06,109,0
14614,LO,ECONOMY,T,295,966.77,173,0
14615,AF,ECONOMY,B,75,2917.01,109,0
14616,AF,ECONOMY,A,90,1248.4,109,0
14617,AB,ECONOMY,S,85,1859.71,97,0
14618,LH,ECONOMY,Y,610,4677.63,95,0
14619,BA,ECONOMY,O,50,2970.31,92,0
14620,OS,ECONOMY,L,100,1023.74,95,0
14621,BA,ECONOMY,B,70,2579.93,92,0
14622,IB,ECONOMY,O,125,898.41,109,0
14623,D8,ECONOMY,Z,65,987.19,172,0
14624,LH,BUSINESS,Z,455,6670.68,95,0
14625,KL,ECONOMY,E,295,2715.38,92,0
14626,QF,ECONOMY,H,110,1478.6799999999998,1114,0
14627,LO,ECONOMY,E,130,2231.66,169,0
14628,AB,ECONOMY,N,75,1798.34,95,0
14629,VY,ECONOMY,K,110,287.22,92,0
14630,LX,BUSINESS,P,555,5538.889999999999,171,0
